,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Name,Price,Province,Rating,Region,Subregion,User Avg Rating,Variety,Vintage,Winery
10,12%,"Vouvray, Loire Valley, France",750 ml,Sparkling, France,7/1/2021,"
                      This off-dry wine brings out delicious honey and apple flavors with intense fruitiness and acidity. The clean and bright character makes it so appealing. Drink from late 2021.                      Roger Voss ",Peu de la Moriette Demi-Sec,Domaine Pichot 2019 Peu de la Moriette Demi-Sec  (Vouvray),$21, Loire Valley,90,Vouvray,,Not rated yet [Add Your Review],Chenin Blanc,2019,Domaine Pichot
11,13.5%,"Chinon, Loire Valley, France",750 ml,White, France,7/1/2021,"
                      With the focus on red Cabernet Franc, it is sometimes forgotten that Chinon also produces white wine. This ripe, oak-aged wine with apple and spice flavors is luscious. Hints of mango give the wine an almost tropical character, while the more citrus aftertaste provides freshness. The wine is ready to drink.                      Roger Voss ",Elegance,Domaine de la Commanderie 2019 Elegance  (Chinon),$23, Loire Valley,90,Chinon,,Not rated yet [Add Your Review],Chenin Blanc,2019,Domaine de la Commanderie
12,13%,"Vouvray, Loire Valley, France",750 ml,White, France,7/1/2021,"
                      This honeyed wine is full of ripe apples and attractive fruitiness. The texture is still a little young, but great fruit and a lively, mineral aftertaste are there. Drink from late 2021.                      Roger Voss ",Sec,Domaine du Petit Coteau 2019 Sec  (Vouvray),$18, Loire Valley,90,Vouvray,,Not rated yet [Add Your Review],Chenin Blanc,2019,Domaine du Petit Coteau
13,12%,"Vouvray, Loire Valley, France",750 ml,Sparkling, France,7/1/2021,"
                      A ripe wine with warm yellow-fruit and pear flavors, this is already delicious. Acidity lines the wine, giving a fresh edge to the tangy, nutty fruit. The wine finishes with a hint of honey. Drink now. Organic.                      Roger Voss ",Fines Bulles,Mathieu Cosmé 2019 Fines Bulles  (Vouvray),$25, Loire Valley,90,Vouvray,,Not rated yet [Add Your Review],Chenin Blanc,2019,Mathieu Cosmé
14,12%,"Vouvray, Loire Valley, France",750 ml,Sparkling, France,7/1/2021,"
                      Ripe with apple and honey flavors, this wine is fresh and crisp with acidity and touches of citrus. Age this bottling a short while for the nutty characters to emerge. Wait to drink until late 2021.                      Roger Voss ",Premium Brut,Domaine Bourillon d'Orléans NV Premium Brut  (Vouvray),$40, Loire Valley,90,Vouvray,,Not rated yet [Add Your Review],Chenin Blanc,,Domaine Bourillon d'Orléans
15,13.8%,"Chalone, Central Coast, California, US",750 ml,White, US,5/1/2021,"
                      Lemon-balm, apple-blossom and Asian pear aromas meet with a slightly waxy edge on the nose of this bottling. There's a line of lemon candy and richer apple that runs through the sip, with brushes of coconut flake and toasted nut on the finish.                      Matt Kettmann ",,Chalone Vineyard 2018 Chenin Blanc (Chalone),$44, California,91, Central Coast,Chalone,Not rated yet [Add Your Review],Chenin Blanc,2018,Chalone Vineyard
16,12.5%,"Swartland, South Africa",750 ml,White, South Africa,5/1/2021,"
                      There's a vibrant floral element to the bouquet of this pretty white, with supporting tones of freshly cut pear, peach and white melon. The palate is medium-full in feel, with a lovely rose-spiked peach accent that carries across the palate and is then refreshed by ample acidity. The finish ends clean and refreshing, with very good lingering vibrancy.                      Lauren Buzzeo ",,Lubanzi 2020 Chenin Blanc (Swartland),$18,Swartland,90,,,Not rated yet [Add Your Review],Chenin Blanc,2020,Lubanzi
17,13%,"El Dorado, Sierra Foothills, California, US",750 ml,White, US,5/1/2021,"
                      This full-bodied and richly textured wine offers subdued apple and baking-spice flavors that slowly build on the palate. Quite dry and well balanced, the wine feels broad and emphasizes nutty, toasty nuances in the flavors and finish.                      Jim Gordon ",Fifth Moon,RD 2019 Fifth Moon Chenin Blanc (El Dorado),$27, California,88, Sierra Foothills,El Dorado,Not rated yet [Add Your Review],Chenin Blanc,2019,RD
18,12.8%,"Santa Ynez Valley, Central Coast, California, US",750 ml,White, US,4/1/2021,"
                      There's a tremendous display of rocky minerality on the nose of this bottling, which offers crushed granite, wet river stone and wet wool aromas, as well as a bright sense of lemon blossom. The chiseled stone character carries through the palate, where grippy tension frames lime pith and delicate honey flavors that emerge toward the finish.                      Matt Kettmann ",,Lieu Dit 2018 Chenin Blanc (Santa Ynez Valley),$27, California,93, Central Coast,Santa Ynez Valley,Not rated yet [Add Your Review],Chenin Blanc,2018,Lieu Dit
19,13.09%,"Paso Robles Highlands District, Central Coast, California, US",750 ml,White, US,4/1/2021,"
                      Crisp aromas of creamy pear, chiseled granite and a hint of pineapple show on the nose of this bottling from a vineyard in eastern Paso Robles. The palate is lively and florally aromatic without being overwhelming, offering restrained tuberose and plumeria flavors while clinging to a taut frame.                      Matt Kettmann ",Own-Rooted Shell Creek Vineyard,Thacher 2019 Own-Rooted Shell Creek Vineyard Chenin Blanc (Paso Robles Highlands District),$32, California,92, Central Coast,Paso Robles Highlands District,Not rated yet [Add Your Review],Chenin Blanc,2019,Thacher
20,13%,"Mendocino, Mendocino County, California, US",750 ml,White, US,4/1/2021,"
                      This rich and mouthfilling wine from a producer that has long championed Chenin Blanc offers wonderfully subtle and layered flavors of baked apple, cream and nutmeg. Hints of vanilla, pear and peach emerge on the palate and linger on the finish.                      Jim Gordon ",,Lang & Reed 2019 Chenin Blanc (Mendocino),$30, California,92, Mendocino County,Mendocino,Not rated yet [Add Your Review],Chenin Blanc,2019,Lang & Reed
21,12.5%,"Clarksburg, Central Valley, California, US",750 ml,White, US,4/1/2021,"
                      This rich and fruity wine offers a distinctive blend of apricot, peach and mint flavors that are lifted by subtle acidity. The mouthfeel is soft if not quite sweet, leaving lingering fruit impressions on the finish.                      Jim Gordon ",,Sierra Del Mar 2019 Chenin Blanc (Clarksburg),$13, California,89, Central Valley,Clarksburg,Not rated yet [Add Your Review],Chenin Blanc,2019,Sierra Del Mar
22,13%,"Clarksburg, Central Valley, California, US",750 ml,White, US,4/1/2021,"
                      This fresh, fruity and smooth wine offers abundant fresh apple and melon flavors, medium body and a soft texture lifted by just a touch of appley acidity. It's a crowd-pleaser.                      Jim Gordon ",CNW Cuvée,Vinum Cellars 2018 CNW Cuvée Chenin Blanc (Clarksburg),$14, California,88, Central Valley,Clarksburg,Not rated yet [Add Your Review],Chenin Blanc,2018,Vinum Cellars
23,11.71%,"Clarksburg, Central Valley, California, US",750 ml,White, US,4/1/2021,"
                      Butter and butterscotch aromas spill over to the palate, where buttery, toasted flavors come with a touch of tannin in this light-bodied wine.                      Jim Gordon ",Heringer Vineyard,Rootdown 2018 Heringer Vineyard Chenin Blanc (Clarksburg),$29, California,87, Central Valley,Clarksburg,Not rated yet [Add Your Review],Chenin Blanc,2018,Rootdown
24,13%,"North Fork of Long Island, Long Island, New York, US",750 ml,White, US,4/1/2021,"
                      Initially this doesn't give much away, eventually showing sharp aromas of melon and guava. The palate leans more blossomy, with slight elements of lemon and melon. It ends short and savory.                      Alexander Peartree ",,One Woman 2019 Chenin Blanc (North Fork of Long Island),$28, New York,85, Long Island,North Fork of Long Island,Not rated yet [Add Your Review],Chenin Blanc,2019,One Woman
25,13%,"Vin de France, France Other, France",750 ml,White, France,3/1/2021,"
                      One of a pair of single-parcel wines from vineyards in the Vouvray area, this wine is tight, taut with acidy. Wood aging gives a lightly oxidative character as well as great baked apple, white fruit and peach flavors. Drink from 2023.                      Roger Voss ",Venise Cuvée Parcellaire Monopole,La Taille aux Loups 2018 Venise Cuvée Parcellaire Monopole Chenin Blanc (Vin de France),$50, France Other,93,Vin de France,,Not rated yet [Add Your Review],Chenin Blanc,2018,La Taille aux Loups
26,13.7%,"Napa Valley, Napa, California, US",750 ml,White, US,3/1/2021,"
                      The winery's signature white impresses once again in its grasp of green apple, mango and lime, the palate is both crisp and creamy with lively, fresh acidity and body weight. The minerality lifts and contrasts beautifully against the fruit.                      Virginie Boone ",Signature,Chappellet 2019 Signature Chenin Blanc (Napa Valley),$38, California,93, Napa,Napa Valley,Not rated yet [Add Your Review],Chenin Blanc,2019,Chappellet
27,13%,"Vin de France, France Other, France",750 ml,White, France,3/1/2021,"
                      A luscious wine from a single parcel in the Vouvray region, this is smoothly textured, ripe with melon, chamomile tea and fine spice from wood aging. Its intense acidity balances the wine's honeyed character in a final medley of fruits and minerality. Drink from 2022. Organic.                      Roger Voss ",Bretonnière Cuvée Parcellaire Monopole,La Taille aux Loups 2018 Bretonnière Cuvée Parcellaire Monopole Chenin Blanc (Vin de France),$40, France Other,92,Vin de France,,Not rated yet [Add Your Review],Chenin Blanc,2018,La Taille aux Loups
28,12.5%,"Douro, Portugal",375 ml,Dessert, Portugal,3/1/2021,"
                      Chenin Blanc, well known in France's Loire Valley for its sweet quality, has honey and syrup flavors that are threaded through with lemon acidity and a mineral texture. The aftertaste brings out freshness to balance the sweetness. Drink now.                      Roger Voss ",Colheita Tardia,Colinas do Douro 2016 Colheita Tardia Chenin Blanc (Douro),$35,Douro,90,,,Not rated yet [Add Your Review],Chenin Blanc,2016,Colinas do Douro
29,12%,"Clarksburg, Central Valley, California, US",750 ml,White, US,3/1/2021,"
                      This bold, deep-gold-colored, hazy, skin-contact wine offers earthy, hard-cider aromas, nervy apple and apricot flavors and a touch of tannin in the texture. Fermented with grape skins and juice together, it's a different expression of Chenin.                      Jim Gordon ",,Divergent Vine 2019 Chenin Blanc (Clarksburg),$24, California,88, Central Valley,Clarksburg,Not rated yet [Add Your Review],Chenin Blanc,2019,Divergent Vine
30,13.5%,"Montlouis-sur-Loire, Loire Valley, France",750 ml,White, France,12/31/2020,"
                      Single-vineyard wines are a specialty of this producer. This one from old vines is rich, concentrated and spicy. Barrel aging has added touches of nutmeg to enhance the white stone fruits and mineral-driven texture. The wine will be ready from 2021.                      Roger Voss ",Clos de Mosny,Domaine de la Taille aux Loups 2018 Clos de Mosny  (Montlouis-sur-Loire),$40, Loire Valley,94,Montlouis-sur-Loire,,Not rated yet [Add Your Review],Chenin Blanc,2018,Domaine de la Taille aux Loups
31,13.5%,"Montlouis-sur-Loire, Loire Valley, France",750 ml,White, France,12/31/2020,"
                      This ripe, toasty wood-aged wine is concentrated, rich with baked apple, honey and textured acidity. The wine's toastiness is still forward and with its richness, minerality and generous fruitiness, it needs time. Drink from 2023. Organic.                      Roger Voss ",Les Hauts de Husseau,Domaine de la Taille aux Loups 2018 Les Hauts de Husseau  (Montlouis-sur-Loire),$40, Loire Valley,93,Montlouis-sur-Loire,,Not rated yet [Add Your Review],Chenin Blanc,2018,Domaine de la Taille aux Loups
32,13.5%,"Montlouis-sur-Loire, Loire Valley, France",750 ml,White, France,12/31/2020,"
                      Fermented and aged in wood, this wine has a good balance between fresh fruits and a denser, oxidative character. Almonds, cantaloupe melon and ripe acidity combine with the toastiness from the wood into a rich wine that is still developing. Drink from 2022 or even 2023. Organic.                      Roger Voss ",Clos du Hochet,Domaine de la Taille aux Loups 2018 Clos du Hochet  (Montlouis-sur-Loire),$40, Loire Valley,93,Montlouis-sur-Loire,,Not rated yet [Add Your Review],Chenin Blanc,2018,Domaine de la Taille aux Loups
33,12%,"Vouvray, Loire Valley, France",750 ml,Dessert, France,12/31/2020,"
                      A proportioned and poised wine, this manages successfully to balance intense honeyed sweetness and well-honed acidity. Still young and with a great future ahead of it, the wine is already impressive. Drink from 2022.                      Roger Voss ",Le Bouchet Moelleux,Domaine la Croix des Vainqueurs 2018 Le Bouchet Moelleux  (Vouvray),$22, Loire Valley,93,Vouvray,,Not rated yet [Add Your Review],Chenin Blanc,2018,Domaine la Croix des Vainqueurs
34,12.5%,"Savennières, Loire Valley, France",750 ml,White, France,12/31/2020,"
                      This is now a rich, mature Chenin Blanc. Its name indicates that fruit comes from the famed Clos du Papillon vineyard of Savennières, giving the wine ripeness and density. The acidity and quince flavors harmonize well. Drink now.                      Roger Voss ",Château de la Mulonnière L'Effet Papillon,Saget la Perrière 2014 Château de la Mulonnière L'Effet Papillon  (Savennières),$34, Loire Valley,93,Savennières,,Not rated yet [Add Your Review],Chenin Blanc,2014,Saget la Perrière
35,12.5%,"Montlouis-sur-Loire, Loire Valley, France",750 ml,Sparkling, France,12/31/2020,"
                      The toasty maturity of this rich wine is impressive. It balances the creamed apple and tight minerality by rounding and softening them, giving an elegant, spicy aftertaste. Drink now.                      Roger Voss ",Triple Zéro Millésimé,Domaine de la Taille aux Loups 2008 Triple Zéro Millésimé  (Montlouis-sur-Loire),$99, Loire Valley,93,Montlouis-sur-Loire,,Not rated yet [Add Your Review],Chenin Blanc,2008,Domaine de la Taille aux Loups
36,12.5%,"Montlouis-sur-Loire, Loire Valley, France",750 ml,Sparkling, France,12/31/2020,"
                      Barrel aging gives this wine its creamy texture and underlines the apple flavors touched by almonds. Acidity and a mineral edge add freshness and structure. Drink now.                      Roger Voss ",Triple Zéro Brut,Domaine de la Taille aux Loups NV Triple Zéro Brut  (Montlouis-sur-Loire),$30, Loire Valley,92,Montlouis-sur-Loire,,Not rated yet [Add Your Review],Chenin Blanc,,Domaine de la Taille aux Loups
37,12.5%,"Vouvray, Loire Valley, France",750 ml,White, France,12/31/2020,"
                      This beautifully textured wine is full of fruit and minerality. Yellow- and baked-apple flavors are tightly textured with acidity and hints of English walnuts. Ripe while light, this wine is ready to drink.                      Roger Voss ",Le Bouchet Sec,Domaine la Croix des Vainqueurs 2018 Le Bouchet Sec  (Vouvray),$19, Loire Valley,92,Vouvray,,Not rated yet [Add Your Review],Chenin Blanc,2018,Domaine la Croix des Vainqueurs
38,13.5%,"Anjou, Loire Valley, France",750 ml,White, France,12/31/2020,"
                      This rich, wood-aged wine is impressively structured, with ripe spice, almonds and an inspiring floral character. The round, supple texture and yellow fruits are generous. Although ready to drink, the wine will age at least until 2024.                      Roger Voss ",Les Quarterons,Xavier et Agnès Amirault 2018 Les Quarterons Chenin Blanc (Anjou),$37, Loire Valley,91,Anjou,,Not rated yet [Add Your Review],Chenin Blanc,2018,Xavier et Agnès Amirault
39,12%,"Yakima Valley, Columbia Valley, Washington, US",750 ml,White, US,12/31/2020,"
                      The aromas intrigue, with notes of muscat gummy, mineral, toasted grape nuts and whiffs of tropical fruit. It's rounded in feel, with an exquisite sense of tension that the acid ratchets up through the finish.                      Sean P. Sullivan ",Roth Rock Farm,Lobo Hills 2017 Roth Rock Farm Chenin Blanc (Yakima Valley),$22, Washington,91, Columbia Valley,Yakima Valley,Not rated yet [Add Your Review],Chenin Blanc,2017,Lobo Hills
40,14.5%,"Chinon, Loire Valley, France",750 ml,White, France,12/31/2020,"
                      In keeping with the style of this producer's white wines, this is rich, spicy and peppery from alcohol while also having balanced fruit and acidity. It comes from a small parcel of old-vine Chenin Blanc on the estate. Drink now.                      Roger Voss ",Cuvée Elégance,Domaine de la Commanderie 2018 Cuvée Elégance  (Chinon),$19, Loire Valley,90,Chinon,,Not rated yet [Add Your Review],Chenin Blanc,2018,Domaine de la Commanderie
41,13.5%,"Montlouis-sur-Loire, Loire Valley, France",750 ml,White, France,12/31/2020,"
                      Baked-apple flavors come from this fruity wine. Lightly honeyed and with touches of lemon, it is young but already well balanced and refreshing.                      Roger Voss ",Clair de Lune,Complices de Loire 2019 Clair de Lune  (Montlouis-sur-Loire),$34, Loire Valley,90,Montlouis-sur-Loire,,Not rated yet [Add Your Review],Chenin Blanc,2019,Complices de Loire
42,12.5%,"Vouvray, Loire Valley, France",750 ml,Sparkling, France,12/31/2020,"
                      Two years aging after the disgorgement has just begun the maturing process of this peach- and apple-flavored wine. It is zesty, the creamy mousse and acidity giving a final lift. Drink now.                      Roger Voss ",Le Bouchet Brut,Domaine la Croix des Vainqueurs NV Le Bouchet Brut  (Vouvray),$19, Loire Valley,89,Vouvray,,Not rated yet [Add Your Review],Chenin Blanc,,Domaine la Croix des Vainqueurs
43,13.5%,"Anjou, Loire Valley, France",750 ml,White, France,12/31/2020,"
                      This soft and generous wine has apple flavors and a pure line of acidity. The textured edge is still young and the wine will certainly age. Drink from 2021.                      Roger Voss ",Origine,Domaine de la Petite Roche 2019 Origine Chenin Blanc (Anjou),N/A, Loire Valley,89,Anjou,,Not rated yet [Add Your Review],Chenin Blanc,2019,Domaine de la Petite Roche
44,12.5%,"Touraine, Loire Valley, France",750 ml,Sparkling, France,12/31/2020,"
                      The honeyed flavors of Chenin Blanc sing in this attractive wine with its lemon acidity and pure, clean texture. This bottling is ready to drink.                      Roger Voss ",Brut Tradition,Domaine de la Taille aux Loups NV Brut Tradition Chenin Blanc (Touraine),$25, Loire Valley,89,Touraine,,Not rated yet [Add Your Review],Chenin Blanc,,Domaine de la Taille aux Loups
45,12.5%,"Anjou, Loire Valley, France",750 ml,White, France,12/31/2020,"
                      This ripe, nutty and creamy wine comes from an estate west of Angers. Smoothly textured and ripe, it has just a hint of bitterness that will disappear as it ages further. Give it until 2021 and it will have even greater smoothness and pleasure.                      Roger Voss ",M de Mulonnière,Saget la Perrière 2018 M de Mulonnière Chenin Blanc (Anjou),$17, Loire Valley,88,Anjou,,Not rated yet [Add Your Review],Chenin Blanc,2018,Saget la Perrière
46,13%,"Vouvray, Loire Valley, France",750 ml,White, France,12/31/2020,"
                      With flavors of nuts and apricots, this ripe wine has generous fruits and an open texture. Well structured, ripe and fruity, it is ready to drink.                      Roger Voss ",Marie de Beauregard,Saget la Perrière 2018 Marie de Beauregard  (Vouvray),$22, Loire Valley,88,Vouvray,,Not rated yet [Add Your Review],Chenin Blanc,2018,Saget la Perrière
47,13.5%,"Touraine, Loire Valley, France",750 ml,White, France,12/31/2020,"
                      A lightly honeyed wine conveying apple sauce and ripe white stone fruits, this is attractive and fresh. A touch of minerality adds extra complexity. Drink now.                      Roger Voss ",,Domaine A Deux 2019 Chenin Blanc (Touraine),$18, Loire Valley,86,Touraine,,Not rated yet [Add Your Review],Chenin Blanc,2019,Domaine A Deux
48,11.5%,"Chalone, Central Coast, California, US",750 ml,White, US,12/1/2020,"
                      Taut aromas of lime peel, lime blossom and cement show on the nose of this bottling of a grape that's pretty rare in this small appellation. There's a great crisp cut to the sip, where zesty lime and lemon-balm flavors enliven the palate with acid-driven energy.                      Matt Kettmann ",Brosseau Vineyard,Folktale 2019 Brosseau Vineyard Chenin Blanc (Chalone),$40, California,92, Central Coast,Chalone,Not rated yet [Add Your Review],Chenin Blanc,2019,Folktale
49,12.1%,"Willamette Valley, Willamette Valley, Oregon, US",750 ml,White, US,12/1/2020,"
                      Bone-dry despite the low alcohol, this tangy, delicious wine brings bright grapefruit, waxy lemon, apple and white peach goodness into focus. Almost unknown in Oregon, the potential here is limitless for this under-the-radar variety. Estate-grown and barrel-fermented with native yeast, this is a sappy, sexy and beautifully balanced wine.                      Paul Gregutt ",,Patton Valley 2019 Chenin Blanc (Willamette Valley),$36, Oregon,91, Willamette Valley,Willamette Valley,Not rated yet [Add Your Review],Chenin Blanc,2019,Patton Valley
50,13.2%,"Wahluke Slope, Columbia Valley, Washington, US",750 ml,White, US,12/1/2020,"
                      Chenin Blanc is increasingly rare in the state, with this example coming from a warmer appellation. You'd never know it on the wine. The aromas are light and appealing, with notes of corn husk, mineral and whole lemon. The palate is medium-bodied, with tart acidity. It's a lovely example of the variety.                      Sean P. Sullivan ",Riverview Vineyard,Succession 2019 Riverview Vineyard Chenin Blanc (Wahluke Slope),$28, Washington,90, Columbia Valley,Wahluke Slope,Not rated yet [Add Your Review],Chenin Blanc,2019,Succession
51,13.3%,,750 ml,White,,12/1/2020,"
                      Quite tangy but also concentrated, this medium-bodied wine blends crisp apple-peel flavors with ripe peaches for a mouthfilling, almost-sweet yet vibrant profile.                      Jim Gordon ",Variety,Husch 2019 D Chenin Blanc (Mendocino),$15,,90,,,Not rated yet [Add Your Review],,2019,
52,13.92%,"California, California Other, California, US",750 ml,White, US,12/1/2020,"
                      Lots of apple and honey flavors and a nice nip of apple-skin astringency give great appeal and balance to this medium-bodied, barrel-fermented wine.                      Jim Gordon ",Giuliana's Vineyard,Cardella 2019 Giuliana's Vineyard Chenin Blanc (California),$18, California,90, California Other,California,Not rated yet [Add Your Review],Chenin Blanc,2019,Cardella
53,13.8%,"Santa Ynez Valley, Central Coast, California, US",750 ml,White, US,11/1/2020,"
                      This is a new grape for this historic producer, and it comes from a historic source: 40-year-old vines at Curtis Vineyard. Aromas of lemon and grapefruit blossoms meet with crushed stone, wax and a core of yellow pear on the nose. There's a waxy tone to the sip, where a lemon-spiked almond-cream-sauce flavor lingers long.                      Matt Kettmann ",,Calera 2018 Chenin Blanc (Santa Ynez Valley),$38, California,93, Central Coast,Santa Ynez Valley,Not rated yet [Add Your Review],Chenin Blanc,2018,Calera
54,13.5%,"Côtes du Lot, Southwest France, France",750 ml,White, France,11/1/2020,"
                      There is a long-standing link between the Loire and Cahors with Chenin Blanc. This beautifully perfumed wine, with its baked apple and spice flavors, is generously textured. Acidity comes through the fine ripe fruits, giving a crisp balance at the end. Drink now.                      Roger Voss ",Chenin de Mercuès,Georges Vigouroux 2018 Chenin de Mercuès Chenin Blanc (Côtes du Lot),$25, Southwest France,89,Côtes du Lot,,Not rated yet [Add Your Review],Chenin Blanc,2018,Georges Vigouroux
55,12.5%,"Lodi, Central Valley, California, US",750 ml,White, US,11/1/2020,"
                      Very fruity and rather light bodied, this fresh-tasting wine comes off as slightly sweet, offering cotton-candy aromas and fruit-cocktail flavors.                      Jim Gordon ",,Bogle 2018 Chenin Blanc (Lodi),$9, California,86, Central Valley,Lodi,Not rated yet [Add Your Review],Chenin Blanc,2018,Bogle
56,13.5%,"Santa Ynez Valley, Central Coast, California, US",750 ml,White, US,10/1/2020,"
                      Light and crisp, there is a pinpoint florality on the nose of this bottling, which shows lemon blossom, yellow pear and kumquat on the nose. Loads of tangy and energetic citrus flavors pop on the palate, where more kumquat leads into a broader sense of apple flesh.                      Matt Kettmann ",Jurassic Park Vineyard,Notary Public 2017 Jurassic Park Vineyard Chenin Blanc (Santa Ynez Valley),$25, California,91, Central Coast,Santa Ynez Valley,Not rated yet [Add Your Review],Chenin Blanc,2017,Notary Public
57,12.4%,"Clarksburg, Central Valley, California, US",750 ml,White, US,10/1/2020,"
                      This attractive, technically light-bodied wine fermented in a concrete egg is rich in ripe fruit flavors and has a mouthcoating texture, but stays nicely balanced thanks to underlying acidity.                      Jim Gordon ",Les Enfant Terrible Concrete Cuvée,Dashe Cellars 2019 Les Enfant Terrible Concrete Cuvée Chenin Blanc (Clarksburg),$24, California,90, Central Valley,Clarksburg,Not rated yet [Add Your Review],Chenin Blanc,2019,Dashe Cellars
58,12.9%,"Mendocino County, Mendocino County, California, US",750 ml,White, US,10/1/2020,"
                      Plenty of ripe fruits like honeydew melon and yellow peach give a generous expression to this full-bodied wine, and a big smooth texture wraps it all up. Best through 2024.                      Jim Gordon ",Norgard Farms,T. Berkley Wines 2018 Norgard Farms Chenin Blanc (Mendocino County),$30, California,90, Mendocino County,Mendocino County,Not rated yet [Add Your Review],Chenin Blanc,2018,T. Berkley Wines
