,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Name,Price,Province,Rating,Region,Subregion,User Avg Rating,Variety,Vintage,Winery
10,14.6%,"Russian River Valley, Sonoma, California, US",750 ml,White, US,7/1/2021,"
                      Tasting of fresh apricot within a floral, steely frame, this impressive white is fuller bodied in style, creamy and lush on the midpalate without getting overburdened by the weight. It is made by Ryan Kunde, the son of beloved grape grower Saralee Kunde, who planted Catie's Corner.                      Virginie Boone ",Catie's Corner,DRNK 2018 Catie's Corner Viognier (Russian River Valley),$32, California,90, Sonoma,Russian River Valley,Not rated yet [Add Your Review],Viognier,2018,DRNK
11,13.5%,"Condrieu, Rhône Valley, France",750 ml,White, France,5/1/2021,"
                      Powerful and perfumed, this silky-tipped Viognier balances streaks of honey and cream against pristine apricot and white-peach flavors. It's a mouthclinging wine, with a warming finish accented by smoke, schist and rose petals. It's at peak now through 2027 but will hold further.                      Anna Lee C. Iijima ",Vin Rare,Dauvergne & Ranvier 2019 Vin Rare  (Condrieu),$79, Rhône Valley,94,Condrieu,,Not rated yet [Add Your Review],Viognier,2019,Dauvergne & Ranvier
12,14.6%,"Condrieu, Rhône Valley, France",750 ml,White, France,5/1/2021,"
                      Cream and honey drench the palate of this Viognier. It's a massive, almost corpulent, wine aged nine months in used French oak but also has a core of glimmering apricot and honeydew flavors. The finish is long and waxy, lingering on a kiss of smoke and vanilla. A decadent wine, it's ready now but should develop more earthen subtleties through 2028.                      Anna Lee C. Iijima ",Pagus Luminus,Domaine Louis Chèze 2018 Pagus Luminus  (Condrieu),$70, Rhône Valley,93,Condrieu,,Not rated yet [Add Your Review],Viognier,2018,Domaine Louis Chèze
13,13.5%,"Condrieu, Rhône Valley, France",750 ml,White, France,5/1/2021,"
                      Heady notes of burnt caramel and char introduce this lavishly oaked but tangerine-kissed Viognier. Matured eight months on its lees in barrel, it's a rich, glycerol sip with concentrated flavors of white-peach nectar and honeysuckle freshened by a delicate mineral spine and smoky finish. Best enjoyed now–2026.                      Anna Lee C. Iijima ",Les Caillets,Domaine Benjamin et David Duclaux 2019 Les Caillets  (Condrieu),$85, Rhône Valley,93,Condrieu,,Not rated yet [Add Your Review],Viognier,2019,Domaine Benjamin et David Duclaux
14,13.5%,"Condrieu, Rhône Valley, France",750 ml,White, France,5/1/2021,"
                      Crisp green apples and melon are dusted with white pepper and crushed asphalt in this satiny white. Sourced from 25-year-old Viognier vines and matured 10 months in French oak, it's a weighty, viscous wine lifted by chalky minerality and a fresh tangerine finish. Best enjoyed now–2026.                      Anna Lee C. Iijima ",,Graeme & Julie Bott 2018  Condrieu,$104, Rhône Valley,93,Condrieu,,Not rated yet [Add Your Review],Viognier,2018,Graeme & Julie Bott
15,14%,"Condrieu, Rhône Valley, France",750 ml,White, France,5/1/2021,"
                      The nose of this wine is subtle and earthen, taking more time to open than its ebulliently perfumed, showstopper peers in Condrieu. But with time and aeration, it reveals glimpses of apricot and orange mousse, along with a breath of white flowers. Full bodied yet freshly balanced, it highlights primary peach and yellow-cherry flavors kissed by toast and vanilla. It's ready to drink now and best enjoyed through 2026.                      Anna Lee C. Iijima ",J. Denuzière,Maison Denuzière 2018 J. Denuzière  (Condrieu),$89, Rhône Valley,93,Condrieu,,Not rated yet [Add Your Review],Viognier,2018,Maison Denuzière
16,14%,"Red Mountain, Columbia Valley, Washington, US",750 ml,White, US,5/1/2021,"
                      This is the inaugural vintage of this wine, coming from high up on Red Mountain. Aromas of pear, peach, lees and mineral are followed by textured fruit flavors that show a strong sense of vibrancy and, dare I say, minerality. The intensity, balance and length are impressive. It focuses on lees expression and texture rather than sheer varietal purity.                      Sean P. Sullivan ",High Canyon Series WeatherEye Vineyard,Liminal 2018 High Canyon Series WeatherEye Vineyard Viognier (Red Mountain),$50, Washington,93, Columbia Valley,Red Mountain,Not rated yet [Add Your Review],Viognier,2018,Liminal
17,13%,"Eden Valley, South Australia, Australia",750 ml,White, Australia,5/1/2021,"
                      Yalumba's—and Australia's—best known Viognier is a medium-bodied, food-friendly number, if currently a bit jangly. The nose is bright and appealing with notes of lime blossom, ground ginger, and apple and peach still on the tree. The palate carries these flavors through to the finish, but the acidity and oak never quite knit together, nor is the texture interesting enough to get past it. Nevertheless, Viognier fans should enjoy the honeyed complexity this will gain with time. Drink 2022–2028.                      Christina Pickard ",The Virgilius,Yalumba 2018 The Virgilius Viognier (Eden Valley),$48, South Australia,91,Eden Valley,,Not rated yet [Add Your Review],Viognier,2018,Yalumba
18,14.5%,"Mt. Harlan, Central Coast, California, US",750 ml,White, US,5/1/2021,"
                      Light mango, dried apple, lemon peel and a faint waft of seashore show on the nose of this bottling, from vines planted in 1983 and grown at 2,200 feet. The palate is brisk with lime, lemon and tangerine-peel flavors that are a bit sour, and a lingering maritime funk permeates the finish.                      Matt Kettmann ",,Calera 2018 Viognier (Mt. Harlan),$38, California,91, Central Coast,Mt. Harlan,Not rated yet [Add Your Review],Viognier,2018,Calera
19,12.5%,"Côtes du Rhône, Rhône Valley, France",750 ml,White, France,5/1/2021,"
                      A contrast to the more viscous Northern Rhône expressions of Viognier, this slim, tangerine-kissed white balances a silky, sumptuous palate against an invigorating citrus lift. Bright and airy, it finishes with a mineral crush and lingering notes of crisp-tart peach and apricot.                      Anna Lee C. Iijima ",,Château du Trignon 2019 Viognier (Côtes du Rhône),$24, Rhône Valley,91,Côtes du Rhône,,Not rated yet [Add Your Review],Viognier,2019,Château du Trignon
20,13.5%,"Cape South Coast, South Africa",750 ml,White, South Africa,5/1/2021,"
                      This wine leads with a pretty floral vibrancy, expressed in waves of rose and white flower that are grounded by fruity tones of white peach, melon and sweet orange oil. It's medium-plus in weight, with a roundness to the palate that is buoyed by ample acidity and a lightly bitter texture that lends some framing through to the close. Drink now–2024.                      Lauren Buzzeo ",,Creation 2020 Viognier (Cape South Coast),$19,Cape South Coast,90,,,Not rated yet [Add Your Review],Viognier,2020,Creation
21,13.5%,"North Coast, North Coast, California, US",750 ml,White, US,5/1/2021,"
                      This earthy, savory wine offers aromas of dried figs and butterscotch that lead to mature, mouthcoating vanilla-bean and honey flavors. A full body and a rich, lingering aspect give it a quiet power.                      Jim Gordon ",,The Winery SF 2018 Viognier (North Coast),$27, California,90, North Coast,North Coast,Not rated yet [Add Your Review],Viognier,2018,The Winery SF
22,15.4%,"Paso Robles, Central Coast, California, US",750 ml,White, US,5/1/2021,"
                      Strong aromas of peach blossom and light guava are clean while still being very tropical on the nose of this bottling. The palate is very broad and plush in flavors of honeysuckle, guava, papaya and mango.                      Matt Kettmann ",,Sculpterra 2019 Viognier (Paso Robles),$30, California,88, Central Coast,Paso Robles,Not rated yet [Add Your Review],Viognier,2019,Sculpterra
23,14.1%,"Sierra Foothills, Sierra Foothills, California, US",750 ml,White, US,5/1/2021,"
                      This dry, complex wine starts with salty, white peppery aromas followed by lean, spare apricot and peach-skin flavors on a rather light body. It is enjoyable for its savory, restrained qualities.                      Jim Gordon ",Bobbi's Estate,Mathew Gibson 2018 Bobbi's Estate Viognier (Sierra Foothills),$26, California,88, Sierra Foothills,Sierra Foothills,Not rated yet [Add Your Review],Viognier,2018,Mathew Gibson
24,13%,"Côtes du Rhône, Rhône Valley, France",750 ml,White, France,5/1/2021,"
                      Broad strokes of yellow apple and quince preserves introduce this freshly balanced Northern Rhône Viognier. While silky and supple on the palate, it's an unusually svelte, easy-drinking expression of Viognier. Flurries of dried mint, thyme and crushed stone lend earthen subtleties to the finish. At peak now–2025.                      Anna Lee C. Iijima ",Valvigneyre,Anthony Paret 2018 Valvigneyre Viognier (Côtes du Rhône),$45, Rhône Valley,88,Côtes du Rhône,,Not rated yet [Add Your Review],Viognier,2018,Anthony Paret
25,13.8%,"Amador County, Sierra Foothills, California, US",750 ml,White, US,5/1/2021,"
                      Fragrant floral aromas and bright, peachy flavors give this medium-bodied wine a generous, fruity appeal that matches a sweet-seeming balance.                      Jim Gordon ",,Bella Grace 2020 Viognier (Amador County),$26, California,87, Sierra Foothills,Amador County,Not rated yet [Add Your Review],Viognier,2020,Bella Grace
26,15.1%,"Santa Cruz Mountains, Central Coast, California, US",750 ml,White, US,4/1/2021,"
                      Broad peach, pineapple and light mango aromas meet with a sharp citrus-zest streak and chalky minerality on the nose of this bottling. The palate is tightly wound, with a flinty, baking-soda-like minerality, which frames the sharp lime-peel and rounded peach flavors.                      Matt Kettmann ",Randall Grahm Clone,Cooper-Garrod 2019 Randall Grahm Clone Viognier (Santa Cruz Mountains),$39, California,91, Central Coast,Santa Cruz Mountains,Not rated yet [Add Your Review],Viognier,2019,Cooper-Garrod
27,13.4%,"Walla Walla Valley (WA), Columbia Valley, Washington, US",750 ml,White, US,4/1/2021,"
                      Very varietal aromas of rich peach, pear, spice and flower are followed by fuller-feeling but still restrained stone fruit flavors. The concrete egg fermenting shows, giving the wine pleasing mineral accents. It brings intriguing acidity for the variety. A long finish keeps the interest up.                      Sean P. Sullivan ",Estate Vineyard,Saviah 2019 Estate Vineyard Viognier (Walla Walla Valley (WA)),$30, Washington,91, Columbia Valley,Walla Walla Valley (WA),Not rated yet [Add Your Review],Viognier,2019,Saviah
28,14.4%,"Applegate Valley, Southern Oregon, Oregon, US",750 ml,White, US,4/1/2021,"
                      Cowhorn's Viogniers invariably present themselves as concentrated, aromatic and loaded with citrusy highlights. This new reserve is no exception, with lemon rind and lemon curd among the full-bodied tree fruit flavors. It seems to have spent some time in new wood, bringing pretty flavors of vanilla wafer and butter cookie into the finish.                      Paul Gregutt ",Reserve,Cowhorn 2019 Reserve Viognier (Applegate Valley),$50, Oregon,91, Southern Oregon,Applegate Valley,Not rated yet [Add Your Review],Viognier,2019,Cowhorn
29,13.6%,"Los Olivos District, Central Coast, California, US",750 ml,White, US,4/1/2021,"
                      Ripe apple, pear, nectarine and apricot elements are cut by crisp and clean lime-peel and grapefruit-balm aromas on the nose of this bottling. The palate is tightly wound and chalky, with a lightly floral flavor carrying into the finish.                      Matt Kettmann ",,Paradise Springs 2019 Viognier (Los Olivos District),$35, California,90, Central Coast,Los Olivos District,Not rated yet [Add Your Review],Viognier,2019,Paradise Springs
30,13.8%,"Sierra Foothills, Sierra Foothills, California, US",750 ml,White, US,4/1/2021,"
                      Mineral-driven aromas of struck stone and dried earth lead into mint, lemon balm and peach blossom on the nose of this bottling. There's a sharp citrus tone to the sip, where mango and makrut lime flavors met with lemongrass and tart pineapple.                      Matt Kettmann ",,Bottle Jack 2019 Viognier (Sierra Foothills),$28, California,90, Sierra Foothills,Sierra Foothills,Not rated yet [Add Your Review],Viognier,2019,Bottle Jack
31,14.6%,"Monterey, Central Coast, California, US",750 ml,White, US,4/1/2021,"
                      Seared peach, daffodil, stone-fruit blossoms and pineapple cream show on the nose of this bottling from the upper Carmel Valley. There's a steely minerality to the sip, where apple-blossom and tropical-flower aromas flex against a tight textural weave.                      Matt Kettmann ",Bell Ranch Vineyard,Boekenoogen 2018 Bell Ranch Vineyard Viognier (Monterey),$35, California,89, Central Coast,Monterey,Not rated yet [Add Your Review],Viognier,2018,Boekenoogen
32,12.5%,"North Fork of Long Island, Long Island, New York, US",750 ml,White, US,4/1/2021,"
                      This blossomy, floral wine offers jasmine, honeysuckle and peach backed by accents of lemon and pine. The palate lands softly, with a pillowy feel that's still adequately lifted by bright acidity.                      Alexander Peartree ",,Bedell 2019 Viognier (North Fork of Long Island),$30, New York,88, Long Island,North Fork of Long Island,Not rated yet [Add Your Review],Viognier,2019,Bedell
33,12.5%,"North Fork of Long Island, Long Island, New York, US",750 ml,White, US,4/1/2021,"
                      This billowy white offers peach, apricot and white flower tones dusted in some bubblegum spice. There's good balance to it all, making it an enjoyable choice as an aperitif.                      Alexander Peartree ",,Pindar Vineyards 2019 Viognier (North Fork of Long Island),$22, New York,87, Long Island,North Fork of Long Island,Not rated yet [Add Your Review],Viognier,2019,Pindar Vineyards
34,13.8%,"Amador County, Sierra Foothills, California, US",750 ml,White, US,4/1/2021,"
                      This modestly fruity but mouthfilling wine is flavorful and well balanced. Mild butter and cream flavors mingle with Anjou pear and floral notes that are typical of the varietal.                      Jim Gordon ",,Sobon Estate 2019 Viognier (Amador County),$16, California,87, Sierra Foothills,Amador County,Not rated yet [Add Your Review],Viognier,2019,Sobon Estate
35,15.5%,"Paso Robles, Central Coast, California, US",750 ml,White, US,4/1/2021,"
                      Ripe aromas of banana and mango bubblegum show on the rich nose of this bottling. Peach-custard and banana-pudding flavors come through on the fat palate.                      Matt Kettmann ",Jhelum Estate,Vahali 2019 Jhelum Estate Viognier (Paso Robles),$36, California,86, Central Coast,Paso Robles,Not rated yet [Add Your Review],Viognier,2019,Vahali
36,14.5%,"Condrieu, Rhône Valley, France",750 ml,White, France,3/1/2021,"
                      Hints of sweet spice and smoke seep into sunny apricot and honeysuckle in this lavishly rounded Viognier. It's a classically fleshy, weighty wine with a delightfully clingy finish, but cutting mineral tones and crisp tangerine acidity lend lift and vitality, too. Excellent in youth but concentrated enough to mature well through 2040.                      Anna Lee C. Iijima ",,Château de Saint-Cosme 2018  Condrieu,$85, Rhône Valley,95,Condrieu,,Not rated yet [Add Your Review],Viognier,2018,Château de Saint-Cosme
37,14.5%,"Condrieu, Rhône Valley, France",750 ml,White, France,3/1/2021,"
                      Spicy gingerbread tones and bright, luminous white peach and tangerine extend from nose to finish in this glossy, concentrated Condrieu. True to form, it's a classically zaftig sip packed densely with honeyed tropical fruit flavors and silken skeins of cream. Stunning in youth but structured enough to age beautifully through 2035 and likely further.                      Anna Lee C. Iijima ",Chéry,Rémi Niero 2018 Chéry  (Condrieu),$88, Rhône Valley,94,Condrieu,,Not rated yet [Add Your Review],Viognier,2018,Rémi Niero
38,13.6%,"Lake County, Lake County, California, US",750 ml,White, US,3/1/2021,"
                      This wine is bold and rich in texture, but complex and subtle in flavor, starting with attractive wax and lanolin aromas and leading to green fig, mineral and light tangerine on the palate. A tantalizing balance of fresh acidity against richness and a touch of maturity makes it all the more interesting.                      Jim Gordon ",,Sol Rouge 2018 Viognier (Lake County),$39, California,94, Lake County,Lake County,Not rated yet [Add Your Review],Viognier,2018,Sol Rouge
39,14%,"Condrieu, Rhône Valley, France",750 ml,White, France,3/1/2021,"
                      Heady aromas of toasted oak, smoke and spice introduce this rich, glycerol white. Filling the palate with waves of orange, cream and honeysuckle, it's a voluptuously textured, classic Condrieu with a pleasantly phenolic finish. Best enjoyed young before 2022 or set aside until close to 2030 to enjoy its more spicy, earthen complexities.                      Anna Lee C. Iijima ",Les Ceps du Nebadon,Anthony Paret 2017 Les Ceps du Nebadon  (Condrieu),$65, Rhône Valley,93,Condrieu,,Not rated yet [Add Your Review],Viognier,2017,Anthony Paret
40,14%,"Condrieu, Rhône Valley, France",750 ml,White, France,3/1/2021,"
                      Jasmine blossoms and white peach seduce on the nose of this lavishly fragrant dry white. Unctuous and creamy on the palate, it's a delightfully languorous sip that highlights Viognier's fresher, fruitier dimensions. It's irresistible in its youth, but cellaring till 2030 should bring out more savory complexities, too.                      Anna Lee C. Iijima ",La Galopine,Delas Frères 2018 La Galopine  (Condrieu),$68, Rhône Valley,93,Condrieu,,Not rated yet [Add Your Review],Viognier,2018,Delas Frères
41,13.9%,"Sonoma Valley, Sonoma, California, US",750 ml,White, US,3/1/2021,"
                      Stainless-steel fermented, this steely 100% varietal wine impresses in its floral, earthy beginnings and balanced acidity. Apple-blossom, green-apple and Meyer lemon characteristics shine, leading to a wet stone-like texture and finishing note of grapefruit.                      Virginie Boone ",Landa Vineyard,Anaba 2019 Landa Vineyard Viognier (Sonoma Valley),$36, California,93, Sonoma,Sonoma Valley,Not rated yet [Add Your Review],Viognier,2019,Anaba
42,14%,"Condrieu, Rhône Valley, France",750 ml,White, France,3/1/2021,"
                      Whiffs of spring blossoms and freshly laundered linen entice on the nose of this opulent but freshly balanced white. It's a luscious, enveloping sip that floods the palate in swirls of sweet cream, honey and spice. The finish is a touch sappy in its youth but should meld out over the next decade. Enjoy now for its bold fruit and floral tones, or wait till 2028.                      Anna Lee C. Iijima ",Clos Boucher,Delas Frères 2018 Clos Boucher  (Condrieu),$96, Rhône Valley,93,Condrieu,,Not rated yet [Add Your Review],Viognier,2018,Delas Frères
43,14%,"Oregon, Oregon Other, Oregon, US",750 ml,White, US,3/1/2021,"
                      Focused with pinpoint stone fruits atop bright acids, this is a fine version of a variety that's difficult to ripen perfectly. Some 28% was fermented in barrel, the rest in stainless steel. A scent of sweet spice brings further pleasure, but it's the rich, ripe fruit that shines most brightly.                      Paul Gregutt ",,King Estate 2017 Viognier (Oregon),$22, Oregon,92, Oregon Other,Oregon,Not rated yet [Add Your Review],Viognier,2017,King Estate
44,14.3%,"Carneros, Napa-Sonoma, California, US",750 ml,White, US,3/1/2021,"
                      This full-bodied and complex wine offers floral, nutty aromas, flinty, figgy flavors and a nicely rich texture that is balanced by subdued acidity for a fresh mouthfeel.                      Jim Gordon ",Estate,Hyde Vineyard 2018 Estate Viognier (Carneros),$45, California,91, Napa-Sonoma,Carneros,Not rated yet [Add Your Review],Viognier,2018,Hyde Vineyard
45,14.1%,"El Dorado, Sierra Foothills, California, US",750 ml,White, US,3/1/2021,"
                      Opulent butter, vanilla and pineapple aromas lead to effusively fruity flavors that are generously spiced with pastry notes and a touch of toasted oak. The wine is rich, full and mouthfilling.                      Jim Gordon ",Reserve,Lava Cap 2019 Reserve Viognier (El Dorado),$28, California,90, Sierra Foothills,El Dorado,Not rated yet [Add Your Review],Viognier,2019,Lava Cap
46,13.3%,"Russian River Valley, Sonoma, California, US",750 ml,White, US,3/1/2021,"
                      Fermented and aged in neutral barrels, this steely, elegant white shows a wealth of acidity and nuanced, stony texture. Flavors of green apple, melon and tangy butter combine well to make for a cohesive, balanced whole.                      Virginie Boone ",Aida Gregori Vineyard,MacLaren 2019 Aida Gregori Vineyard Viognier (Russian River Valley),$42, California,90, Sonoma,Russian River Valley,Not rated yet [Add Your Review],Viognier,2019,MacLaren
47,12.8%,"El Dorado, Sierra Foothills, California, US",750 ml,White, US,3/1/2021,"
                      Creamy in flavor and mouthfeel, this medium-bodied wine is like a liquid apple tart, offering vanilla, baked apple and croissant flavors on a rich, smooth texture.                      Jim Gordon ",,Skinner 2019 Viognier (El Dorado),$24, California,90, Sierra Foothills,El Dorado,Not rated yet [Add Your Review],Viognier,2019,Skinner
48,14.5%,"Rogue Valley, Southern Oregon, Oregon, US",750 ml,White, US,3/1/2021,"
                      As in past vintages, three-quarters was fermented in concrete egg, the rest in a new puncheon. There's a not-unpleasant waxy feeling to the lemon and orange fruit, and the flavors plunge deeply down through the palate. It's a lively and persistent wine, which finishes with a slight burn.                      Paul Gregutt ",,Naumes 2018 Viognier (Rogue Valley),$30, Oregon,90, Southern Oregon,Rogue Valley,Not rated yet [Add Your Review],Viognier,2018,Naumes
49,12.8%,"El Dorado, Sierra Foothills, California, US",750 ml,White, US,3/1/2021,"
                      Creamy in flavor and mouthfeel, this medium-bodied wine is like a liquid apple tart, offering vanilla, baked apple and croissant flavors on a rich, smooth texture.                      Jim Gordon ",,Skinner 2019 Viognier (El Dorado),$24, California,90, Sierra Foothills,El Dorado,Not rated yet [Add Your Review],Viognier,2019,Skinner
50,14.1%,"Bennett Valley, Sonoma, California, US",750 ml,White, US,3/1/2021,"
                      Opening in a crisp wave of Meyer lemon, this wine develops a creamy richness on the midpalate, lifted by plenty of fresh acidity. Green apple, melon and a whiff of peach round out the medium-bodied experience.                      Virginie Boone ",,Flanagan 2018 Viognier (Bennett Valley),$55, California,90, Sonoma,Bennett Valley,Not rated yet [Add Your Review],Viognier,2018,Flanagan
51,14.1%,"Walla Walla Valley (WA), Columbia Valley, Washington, US",750 ml,White, US,3/1/2021,"
                      Examples of this variety are rare in Walla Walla Valley. Effusive aromas of pear, white peach and flower aromas are followed by ripe but initially compact peach flavors. It's equal parts intrigue and delivery.                      Sean P. Sullivan ",Estate Grown,Spring Valley Vineyard 2017 Estate Grown Viognier (Walla Walla Valley (WA)),$35, Washington,89, Columbia Valley,Walla Walla Valley (WA),Not rated yet [Add Your Review],Viognier,2017,Spring Valley Vineyard
52,14.1%,"Rogue Valley, Southern Oregon, Oregon, US",750 ml,White, US,3/1/2021,"
                      Sharp as a knife and layered with strong scents and flavors of citrus oils, skins and a mix of gin-like botanicals, this softens up a bit midpalate and brings in more citrus flavors, notably pineapple. It softens further in the finish, adding a touch of butterfat. It was aged 10 months in 10% new oak.                      Paul Gregutt ",,Griffin Creek 2018 Viognier (Rogue Valley),$35, Oregon,89, Southern Oregon,Rogue Valley,Not rated yet [Add Your Review],Viognier,2018,Griffin Creek
53,14.5%,"Petaluma Gap, Sonoma, California, US",750 ml,White, US,3/1/2021,"
                      Hearty and honeyed, this is an amphorae wine, dark gold in color and earthy in mushroom. Stone fruit and apple mingle on the full-bodied palate, which is viscous and rich.                      Virginie Boone ",Clarum,Jacuzzi 2018 Clarum Viognier (Petaluma Gap),$45, California,87, Sonoma,Petaluma Gap,Not rated yet [Add Your Review],Viognier,2018,Jacuzzi
54,14.5%,"Fiddletown, Sierra Foothills, California, US",750 ml,White, US,12/31/2020,"
                      Mineral, peach skin and apricot are just a few of the aromatic nuances that give this full-bodied and well-balanced wine a fascinating Old World expression. Fresh acidity braces peach and apricot flavors while the mouthfeel broadens with each sip.                      Jim Gordon ",,Terre Rouge 2018 Viognier (Fiddletown),$25, California,94, Sierra Foothills,Fiddletown,Not rated yet [Add Your Review],Viognier,2018,Terre Rouge
55,14.5%,"Los Olivos District, Central Coast, California, US",750 ml,White, US,12/31/2020,"
                      Crisp and fresh on the nose, this bottling begins with light honeysuckle and plumeria aromas that are held in place by a citrusy edge of Meyer lemon peel. That tension carries through the sip as well, where Anjou and Asian pear-flesh flavors are framed by a chalky backbone and a zesty Key lime acidity.                      Matt Kettmann ",Quail Valley Vineyard,Table Eleven 2019 Quail Valley Vineyard Viognier (Los Olivos District),$25, California,92, Central Coast,Los Olivos District,Not rated yet [Add Your Review],Viognier,2019,Table Eleven
56,14.1%,"Placer County, Sierra Foothills, California, US",750 ml,White, US,12/31/2020,"
                      Aromas of citrus flowers and flavors of ripe pear and marzipan make this full-bodied, barrel-fermented wine tempting and delicious. A creamy texture, good depth of flavor and lingering finish all contribute to its impressive quality.                      Jim Gordon ",Damiano Vineyard,Le Casque 2019 Damiano Vineyard Viognier (Placer County),$30, California,92, Sierra Foothills,Placer County,Not rated yet [Add Your Review],Viognier,2019,Le Casque
57,13.9%,"Paso Robles Highlands District, Central Coast, California, US",750 ml,White, US,12/31/2020,"
                      Broad aromas of guava, melon, plumeria and jasmine show on the nose of this bottling. The real reward is the incredibly lively palate, where fresh, zesty acidity delivers clean flavors of pear rind and guava.                      Matt Kettmann ",French Camp Vineyard,Crū 2019 French Camp Vineyard Viognier (Paso Robles Highlands District),$20, California,91, Central Coast,Paso Robles Highlands District,Not rated yet [Add Your Review],Viognier,2019,Crū
